ciclo,id_entidad_federativa,entidad_federativa,id_municipio,municipio,tomas_pagadas,monto_agua,monto_recaudado_percapita,lugar_estatal_percapita,lugar_nacional_percapita,promedio_recaudacion_percapita_estatal,promedio_recaudacion_percapita_nacional,poblacion
2016,20,Oaxaca,451,Santiago Apoala,0,0,0,293,1852,61,136,875
2017,20,Oaxaca,451,Santiago Apoala,74,7660,9,225,1578,34,147,875
2018,20,Oaxaca,451,Santiago Apoala,96,21375,24,189,1367,41,151,875
2019,20,Oaxaca,451,Santiago Apoala,32,33135,38,105,1236,31,166,875
2020,20,Oaxaca,451,Santiago Apoala,58,44673,44,100,1182,31,162,1019
2021,20,Oaxaca,451,Santiago Apoala,58,14550,14,204,1524,34,176,1019
2022,20,Oaxaca,451,Santiago Apoala,0,0,0,314,1933,40,197,1019
2023,20,Oaxaca,451,Santiago Apoala,132,60150,59,119,1204,52,212,1019
2024,20,Oaxaca,451,Santiago Apoala,51,29325,29,180,1434,50,225,1019
2010,20,Oaxaca,452,Santiago Apóstol,1500,180000,43,71,980,20,92,4220
2011,20,Oaxaca,452,Santiago Apóstol,1500,147420,35,90,1084,21,100,4220
2012,20,Oaxaca,452,Santiago Apóstol,1500,10000,2,231,1715,22,111,4220
2013,20,Oaxaca,452,Santiago Apóstol,12339,86370,20,143,1318,47,117,4220
2014,20,Oaxaca,452,Santiago Apóstol,0,0,0,264,1812,59,125,4220
2015,20,Oaxaca,452,Santiago Apóstol,86,30500,8,219,1569,54,125,3995
2016,20,Oaxaca,452,Santiago Apóstol,87,32500,8,224,1581,61,136,3995
2017,20,Oaxaca,452,Santiago Apóstol,40,6020,2,298,1820,34,147,3995
2018,20,Oaxaca,452,Santiago Apóstol,107,38720,10,257,1586,41,151,3995
2019,20,Oaxaca,452,Santiago Apóstol,3098,31030,8,225,1641,31,166,3995
2020,20,Oaxaca,452,Santiago Apóstol,3678,104590,24,161,1369,31,162,4421
2021,20,Oaxaca,452,Santiago Apóstol,3680,39080,9,232,1630,34,176,4421
2022,20,Oaxaca,452,Santiago Apóstol,107,42900,10,236,1677,40,197,4421
2023,20,Oaxaca,452,Santiago Apóstol,0,46000,10,265,1685,52,212,4421
2024,20,Oaxaca,452,Santiago Apóstol,5,17900,4,293,1811,50,225,4421
2010,20,Oaxaca,453,Santiago Astata,108,52380,13,186,1366,20,92,3915
2011,20,Oaxaca,453,Santiago Astata,0,0,0,305,1839,21,100,3915
2012,20,Oaxaca,453,Santiago Astata,0,0,0,260,1819,22,111,3915
2013,20,Oaxaca,453,Santiago Astata,0,0,0,285,1845,47,117,3915
2014,20,Oaxaca,453,Santiago Astata,0,0,0,264,1812,59,125,3915
2015,20,Oaxaca,453,Santiago Astata,0,0,0,298,1832,54,125,3708
2016,20,Oaxaca,453,Santiago Astata,0,0,0,293,1852,61,136,3708
2017,20,Oaxaca,453,Santiago Astata,0,0,0,314,1875,34,147,3708
2018,20,Oaxaca,453,Santiago Astata,0,0,0,347,1913,41,151,3708
2019,20,Oaxaca,453,Santiago Astata,0,0,0,287,1873,31,166,3708
2020,20,Oaxaca,453,Santiago Astata,124,51055,13,203,1517,31,162,3918
2021,20,Oaxaca,453,Santiago Astata,0,0,0,313,1909,34,176,3918
2022,20,Oaxaca,453,Santiago Astata,0,0,0,314,1933,40,197,3918
2023,20,Oaxaca,453,Santiago Astata,0,0,0,350,1945,52,212,3918
2024,20,Oaxaca,453,Santiago Astata,0,0,0,325,1925,50,225,3918
2010,20,Oaxaca,454,Santiago Atitlán,0,0,0,377,1885,20,92,3180
2011,20,Oaxaca,454,Santiago Atitlán,0,0,0,305,1839,21,100,3180
2012,20,Oaxaca,454,Santiago Atitlán,0,0,0,260,1819,22,111,3180
2013,20,Oaxaca,454,Santiago Atitlán,0,0,0,285,1845,47,117,3180
2014,20,Oaxaca,454,Santiago Atitlán,0,0,0,264,1812,59,125,3180
2015,20,Oaxaca,454,Santiago Atitlán,0,0,0,298,1832,54,125,2920
2016,20,Oaxaca,454,Santiago Atitlán,0,0,0,293,1852,61,136,2920
2017,20,Oaxaca,454,Santiago Atitlán,0,0,0,314,1875,34,147,2920
2018,20,Oaxaca,454,Santiago Atitlán,0,0,0,347,1913,41,151,2920
2019,20,Oaxaca,454,Santiago Atitlán,0,0,0,287,1873,31,166,2920
2020,20,Oaxaca,454,Santiago Atitlán,0,0,0,295,1884,31,162,3556
2021,20,Oaxaca,454,Santiago Atitlán,0,0,0,313,1909,34,176,3556
2022,20,Oaxaca,454,Santiago Atitlán,0,0,0,314,1933,40,197,3556
2023,20,Oaxaca,454,Santiago Atitlán,0,0,0,350,1945,52,212,3556
2024,20,Oaxaca,454,Santiago Atitlán,0,0,0,325,1925,50,225,3556
2010,20,Oaxaca,455,Santiago Ayuquililla,237,83380,30,92,1091,20,92,2748
2011,20,Oaxaca,455,Santiago Ayuquililla,247,103630,38,83,1062,21,100,2748
2012,20,Oaxaca,455,Santiago Ayuquililla,247,106810,39,84,1087,22,111,2748
2013,20,Oaxaca,455,Santiago Ayuquililla,247,75450,27,118,1216,47,117,2748
2014,20,Oaxaca,455,Santiago Ayuquililla,247,139200,51,81,1048,59,125,2748
2015,20,Oaxaca,455,Santiago Ayuquililla,211,118970,46,93,1092,54,125,2583
2016,20,Oaxaca,455,Santiago Ayuquililla,210,111045,43,103,1131,61,136,2583
2017,20,Oaxaca,455,Santiago Ayuquililla,210,116854,45,104,1136,34,147,2583
2018,20,Oaxaca,455,Santiago Ayuquililla,203,115101,45,124,1146,41,151,2583
2019,20,Oaxaca,455,Santiago Ayuquililla,192,113150,44,96,1180,31,166,2583
2020,20,Oaxaca,455,Santiago Ayuquililla,146,86129,30,141,1312,31,162,2904
2021,20,Oaxaca,455,Santiago Ayuquililla,156,80060,28,156,1355,34,176,2904
2022,20,Oaxaca,455,Santiago Ayuquililla,246,144784,50,116,1229,40,197,2904
2023,20,Oaxaca,455,Santiago Ayuquililla,199,99465,34,175,1394,52,212,2904
2024,20,Oaxaca,455,Santiago Ayuquililla,121,78555,27,187,1454,50,225,2904
2010,20,Oaxaca,456,Santiago Cacaloxtepec,66,18980,11,200,1414,20,92,1686
2011,20,Oaxaca,456,Santiago Cacaloxtepec,66,13760,8,198,1513,21,100,1686
2012,20,Oaxaca,456,Santiago Cacaloxtepec,129,56930,34,91,1131,22,111,1686
2013,20,Oaxaca,456,Santiago Cacaloxtepec,129,39830,24,132,1268,47,117,1686
2014,20,Oaxaca,456,Santiago Cacaloxtepec,129,25545,15,167,1402,59,125,1686
2015,20,Oaxaca,456,Santiago Cacaloxtepec,53,10533,7,221,1577,54,125,1441
2016,20,Oaxaca,456,Santiago Cacaloxtepec,45,2940,2,267,1764,61,136,1441
2017,20,Oaxaca,456,Santiago Cacaloxtepec,45,3148,2,288,1788,34,147,1441
2018,20,Oaxaca,456,Santiago Cacaloxtepec,107,42800,30,173,1306,41,151,1441
2019,20,Oaxaca,456,Santiago Cacaloxtepec,83,48195,33,116,1275,31,166,1441
2020,20,Oaxaca,456,Santiago Cacaloxtepec,12,6950,4,257,1738,31,162,1667
2021,20,Oaxaca,456,Santiago Cacaloxtepec,12,38220,23,170,1410,34,176,1667
2022,20,Oaxaca,456,Santiago Cacaloxtepec,26,43575,26,168,1435,40,197,1667
2023,20,Oaxaca,456,Santiago Cacaloxtepec,124,83150,50,133,1259,52,212,1667
2024,20,Oaxaca,456,Santiago Cacaloxtepec,93,84925,51,131,1258,50,225,1667
2010,20,Oaxaca,457,Santiago Camotlán,20,2020,1,375,1882,20,92,3395
2011,20,Oaxaca,457,Santiago Camotlán,0,0,0,305,1839,21,100,3395
2012,20,Oaxaca,457,Santiago Camotlán,15,2850,1,253,1796,22,111,3395
2013,20,Oaxaca,457,Santiago Camotlán,0,0,0,285,1845,47,117,3395
2014,20,Oaxaca,457,Santiago Camotlán,0,0,0,264,1812,59,125,3395
2015,20,Oaxaca,457,Santiago Camotlán,0,0,0,298,1832,54,125,3082
2016,20,Oaxaca,457,Santiago Camotlán,0,0,0,293,1852,61,136,3082
2017,20,Oaxaca,457,Santiago Camotlán,0,0,0,314,1875,34,147,3082
2018,20,Oaxaca,457,Santiago Camotlán,0,0,0,347,1913,41,151,3082
2019,20,Oaxaca,457,Santiago Camotlán,0,0,0,287,1873,31,166,3082
2020,20,Oaxaca,457,Santiago Camotlán,0,0,0,295,1884,31,162,3346
2021,20,Oaxaca,457,Santiago Camotlán,0,0,0,313,1909,34,176,3346
2022,20,Oaxaca,457,Santiago Camotlán,0,0,0,314,1933,40,197,3346
2023,20,Oaxaca,457,Santiago Camotlán,0,0,0,350,1945,52,212,3346
2024,20,Oaxaca,457,Santiago Camotlán,0,0,0,325,1925,50,225,3346
2010,20,Oaxaca,458,Santiago Comaltepec,241,18915,17,167,1299,20,92,1115
2011,20,Oaxaca,458,Santiago Comaltepec,255,20615,18,141,1298,21,100,1115
2012,20,Oaxaca,458,Santiago Comaltepec,255,20265,18,139,1328,22,111,1115
2013,20,Oaxaca,458,Santiago Comaltepec,255,19165,17,154,1361,47,117,1115
2014,20,Oaxaca,458,Santiago Comaltepec,289,22220,20,149,1343,59,125,1115
2015,20,Oaxaca,458,Santiago Comaltepec,168,12900,13,181,1438,54,125,967
2016,20,Oaxaca,458,Santiago Comaltepec,156,8710,9,218,1557,61,136,967
2017,20,Oaxaca,458,Santiago Comaltepec,156,9364,10,221,1563,34,147,967
2018,20,Oaxaca,458,Santiago Comaltepec,207,35120,36,147,1226,41,151,967
2019,20,Oaxaca,458,Santiago Comaltepec,399,48740,50,84,1125,31,166,967
2020,20,Oaxaca,458,Santiago Comaltepec,315,38570,33,128,1278,31,162,1157
2021,20,Oaxaca,458,Santiago Comaltepec,125,31850,28,157,1358,34,176,1157
2022,20,Oaxaca,458,Santiago Comaltepec,342,28640,25,174,1449,40,197,1157
2023,20,Oaxaca,458,Santiago Comaltepec,561,25800,22,210,1511,52,212,1157
2024,20,Oaxaca,458,Santiago Comaltepec,355,26120,23,199,1490,50,225,1157
2010,20,Oaxaca,459,Santiago Chazumba,850,111786,25,116,1160,20,92,4479
2011,20,Oaxaca,459,Santiago Chazumba,850,101031,23,131,1242,21,100,4479
2012,20,Oaxaca,459,Santiago Chazumba,850,103656,23,119,1257,22,111,4479
2013,20,Oaxaca,459,Santiago Chazumba,1391,169685,38,101,1121,47,117,4479
2014,20,Oaxaca,459,Santiago Chazumba,1391,143034,32,114,1204,59,125,4479
2015,20,Oaxaca,459,Santiago Chazumba,1960,201844,46,92,1091,54,125,4371
2016,20,Oaxaca,459,Santiago Chazumba,1973,219219,50,97,1088,61,136,4371
2017,20,Oaxaca,459,Santiago Chazumba,1986,234897,54,96,1081,34,147,4371
2018,20,Oaxaca,459,Santiago Chazumba,2036,241944,55,109,1082,41,151,4371
2019,20,Oaxaca,459,Santiago Chazumba,524,222193,51,83,1121,31,166,4371
2020,20,Oaxaca,459,Santiago Chazumba,443,187882,39,115,1225,31,162,4877
2021,20,Oaxaca,459,Santiago Chazumba,490,217325,45,114,1206,34,176,4877
2022,20,Oaxaca,459,Santiago Chazumba,358,179636,37,138,1331,40,197,4877
2023,20,Oaxaca,459,Santiago Chazumba,384,147410,30,185,1429,52,212,4877
2024,20,Oaxaca,459,Santiago Chazumba,969,177560,36,157,1360,50,225,4877
2010,20,Oaxaca,460,Santiago Choápam,0,0,0,377,1885,20,92,5413
2011,20,Oaxaca,460,Santiago Choápam,0,0,0,305,1839,21,100,5413
2012,20,Oaxaca,460,Santiago Choápam,0,0,0,260,1819,22,111,5413
2013,20,Oaxaca,460,Santiago Choápam,0,0,0,285,1845,47,117,5413
2014,20,Oaxaca,460,Santiago Choápam,0,0,0,264,1812,59,125,5413
2015,20,Oaxaca,460,Santiago Choápam,0,0,0,298,1832,54,125,4983
2016,20,Oaxaca,460,Santiago Choápam,0,0,0,293,1852,61,136,4983
2017,20,Oaxaca,460,Santiago Choápam,0,0,0,314,1875,34,147,4983
2018,20,Oaxaca,460,Santiago Choápam,0,0,0,347,1913,41,151,4983
2019,20,Oaxaca,460,Santiago Choápam,0,0,0,287,1873,31,166,4983
2020,20,Oaxaca,460,Santiago Choápam,0,0,0,295,1884,31,162,5242
2021,20,Oaxaca,460,Santiago Choápam,0,0,0,313,1909,34,176,5242
2022,20,Oaxaca,460,Santiago Choápam,0,0,0,314,1933,40,197,5242
2023,20,Oaxaca,460,Santiago Choápam,0,0,0,350,1945,52,212,5242
2024,20,Oaxaca,460,Santiago Choápam,0,0,0,325,1925,50,225,5242
2010,20,Oaxaca,461,Santiago Del Río,50,15900,26,113,1147,20,92,614
2011,20,Oaxaca,461,Santiago Del Río,57,16900,28,113,1180,21,100,614
2012,20,Oaxaca,461,Santiago Del Río,57,11500,19,134,1317,22,111,614
2013,20,Oaxaca,461,Santiago Del Río,128,25900,42,92,1084,47,117,614
2014,20,Oaxaca,461,Santiago Del Río,128,11900,19,151,1350,59,125,614
2015,20,Oaxaca,461,Santiago Del Río,1,100,0,290,1832,54,125,518
2016,20,Oaxaca,461,Santiago Del Río,65,8600,17,187,1423,61,136,518
2017,20,Oaxaca,461,Santiago Del Río,65,8752,17,187,1440,34,147,518
2018,20,Oaxaca,461,Santiago Del Río,110,19100,37,144,1221,41,151,518
2019,20,Oaxaca,461,Santiago Del Río,130,18680,36,111,1252,31,166,518
2020,20,Oaxaca,461,Santiago Del Río,0,0,0,295,1884,31,162,527
2021,20,Oaxaca,461,Santiago Del Río,36,12360,23,169,1406,34,176,527
2022,20,Oaxaca,461,Santiago Del Río,0,15090,29,157,1400,40,197,527
2023,20,Oaxaca,461,Santiago Del Río,0,14000,27,191,1463,52,212,527
2024,20,Oaxaca,461,Santiago Del Río,136,44095,84,86,1087,50,225,527
2010,20,Oaxaca,462,Santiago Huajolotitlán,321,158942,37,82,1029,20,92,4350
2011,20,Oaxaca,462,Santiago Huajolotitlán,332,191534,44,74,1010,21,100,4350
2012,20,Oaxaca,462,Santiago Huajolotitlán,332,178066,41,80,1067,22,111,4350
2013,20,Oaxaca,462,Santiago Huajolotitlán,432,229499,53,80,1013,47,117,4350
2014,20,Oaxaca,462,Santiago Huajolotitlán,432,213688,49,85,1064,59,125,4350
2015,20,Oaxaca,462,Santiago Huajolotitlán,264,130733,32,114,1197,54,125,4083
2016,20,Oaxaca,462,Santiago Huajolotitlán,266,138748,34,127,1231,61,136,4083
2017,20,Oaxaca,462,Santiago Huajolotitlán,623,167747,41,111,1180,34,147,4083
2018,20,Oaxaca,462,Santiago Huajolotitlán,589,131602,32,166,1278,41,151,4083
2019,20,Oaxaca,462,Santiago Huajolotitlán,1077,97851,24,146,1368,31,166,4083
2020,20,Oaxaca,462,Santiago Huajolotitlán,1214,137630,30,140,1309,31,162,4600
2021,20,Oaxaca,462,Santiago Huajolotitlán,689,150477,33,137,1306,34,176,4600
2022,20,Oaxaca,462,Santiago Huajolotitlán,1275,376632,82,76,1054,40,197,4600
2023,20,Oaxaca,462,Santiago Huajolotitlán,1275,345924,75,97,1118,52,212,4600
2024,20,Oaxaca,462,Santiago Huajolotitlán,434,294928,64,111,1175,50,225,4600
2010,20,Oaxaca,463,Santiago Huauclilla,48,13815,21,138,1229,20,92,663
2011,20,Oaxaca,463,Santiago Huauclilla,48,11775,18,146,1309,21,100,663
2012,20,Oaxaca,463,Santiago Huauclilla,51,13300,20,128,1294,22,111,663
2013,20,Oaxaca,463,Santiago Huauclilla,57,14980,23,135,1280,47,117,663
2014,20,Oaxaca,463,Santiago Huauclilla,57,11850,18,155,1366,59,125,663
2015,20,Oaxaca,463,Santiago Huauclilla,61,12780,24,141,1291,54,125,529
2016,20,Oaxaca,463,Santiago Huauclilla,69,17820,34,128,1233,61,136,529
2017,20,Oaxaca,463,Santiago Huauclilla,74,20550,39,117,1196,34,147,529
2018,20,Oaxaca,463,Santiago Huauclilla,86,25240,48,119,1128,41,151,529
2019,20,Oaxaca,463,Santiago Huauclilla,476,42200,80,52,955,31,166,529
2020,20,Oaxaca,463,Santiago Huauclilla,359,31880,61,83,1082,31,162,525
2021,20,Oaxaca,463,Santiago Huauclilla,365,35520,68,82,1064,34,176,525
2022,20,Oaxaca,463,Santiago Huauclilla,141,53875,103,60,975,40,197,525
2023,20,Oaxaca,463,Santiago Huauclilla,514,37780,72,102,1132,52,212,525
2024,20,Oaxaca,463,Santiago Huauclilla,136,50240,96,75,1034,50,225,525
2010,20,Oaxaca,464,Santiago Ihuitlán Plumas,129,9864,21,139,1233,20,92,480
2011,20,Oaxaca,464,Santiago Ihuitlán Plumas,0,0,0,305,1839,21,100,480
2012,20,Oaxaca,464,Santiago Ihuitlán Plumas,0,0,0,260,1819,22,111,480
2013,20,Oaxaca,464,Santiago Ihuitlán Plumas,0,0,0,285,1845,47,117,480
2014,20,Oaxaca,464,Santiago Ihuitlán Plumas,166,81391,170,19,577,59,125,480
2015,20,Oaxaca,464,Santiago Ihuitlán Plumas,165,81219,231,12,447,54,125,351
2016,20,Oaxaca,464,Santiago Ihuitlán Plumas,161,76100,217,17,502,61,136,351
2017,20,Oaxaca,464,Santiago Ihuitlán Plumas,166,82286,234,17,494,34,147,351
2018,20,Oaxaca,464,Santiago Ihuitlán Plumas,189,86565,247,16,478,41,151,351
2019,20,Oaxaca,464,Santiago Ihuitlán Plumas,124,99492,283,6,468,31,166,351
2020,20,Oaxaca,464,Santiago Ihuitlán Plumas,98,79124,232,14,550,31,162,341
2021,20,Oaxaca,464,Santiago Ihuitlán Plumas,125,93034,273,13,521,34,176,341
2022,20,Oaxaca,464,Santiago Ihuitlán Plumas,0,102156,300,11,516,40,197,341
2023,20,Oaxaca,464,Santiago Ihuitlán Plumas,182,129350,379,14,444,52,212,341
2024,20,Oaxaca,464,Santiago Ihuitlán Plumas,116,81221,238,22,658,50,225,341
2010,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,377,1885,20,92,1568
2011,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,305,1839,21,100,1568
2012,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,260,1819,22,111,1568
2013,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,285,1845,47,117,1568
2014,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,264,1812,59,125,1568
2015,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,298,1832,54,125,1598
2016,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,293,1852,61,136,1598
2017,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,314,1875,34,147,1598
2018,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,347,1913,41,151,1598
2019,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,287,1873,31,166,1598
2020,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,295,1884,31,162,1636
2021,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,313,1909,34,176,1636
2022,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,314,1933,40,197,1636
2023,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,350,1945,52,212,1636
2024,20,Oaxaca,465,Santiago Ixcuintepec,0,0,0,325,1925,50,225,1636
2010,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,377,1885,20,92,11917
2011,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,305,1839,21,100,11917
2012,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,260,1819,22,111,11917
2013,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,285,1845,47,117,11917
2014,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,264,1812,59,125,11917
2015,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,298,1832,54,125,13041
2016,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,293,1852,61,136,13041
2017,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,314,1875,34,147,13041
2018,20,Oaxaca,466,Santiago Ixtayutla,387,300000,23,194,1384,41,151,13041
2019,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,287,1873,31,166,13041
2020,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,295,1884,31,162,13880
2021,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,313,1909,34,176,13880
2022,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,314,1933,40,197,13880
2023,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,350,1945,52,212,13880
2024,20,Oaxaca,466,Santiago Ixtayutla,0,0,0,325,1925,50,225,13880
2010,20,Oaxaca,467,Santiago Jamiltepec,55,19170,1,366,1850,20,92,18383
2011,20,Oaxaca,467,Santiago Jamiltepec,84,267554,15,158,1361,21,100,18383
2012,20,Oaxaca,467,Santiago Jamiltepec,84,145093,8,186,1525,22,111,18383
2013,20,Oaxaca,467,Santiago Jamiltepec,84,142070,8,201,1547,47,117,18383
2014,20,Oaxaca,467,Santiago Jamiltepec,84,58878,3,229,1693,59,125,18383
2015,20,Oaxaca,467,Santiago Jamiltepec,191,133577,7,227,1589,54,125,19201
2016,20,Oaxaca,467,Santiago Jamiltepec,169,82647,4,246,1681,61,136,19201
2017,20,Oaxaca,467,Santiago Jamiltepec,171,84639,4,272,1715,34,147,19201
2018,20,Oaxaca,467,Santiago Jamiltepec,228,87494,5,297,1734,41,151,19201
2019,20,Oaxaca,467,Santiago Jamiltepec,3391,60885,3,260,1764,31,166,19201
2020,20,Oaxaca,467,Santiago Jamiltepec,1641,29484,2,280,1837,31,162,19112
2021,20,Oaxaca,467,Santiago Jamiltepec,1701,37870,2,294,1838,34,176,19112
2022,20,Oaxaca,467,Santiago Jamiltepec,100,20892,1,309,1911,40,197,19112
2023,20,Oaxaca,467,Santiago Jamiltepec,102,19010,1,332,1922,52,212,19112
2024,20,Oaxaca,467,Santiago Jamiltepec,37,10525,1,324,1924,50,225,19112
2010,20,Oaxaca,468,Santiago Jocotepec,0,0,0,377,1885,20,92,13568
2011,20,Oaxaca,468,Santiago Jocotepec,0,0,0,305,1839,21,100,13568
2012,20,Oaxaca,468,Santiago Jocotepec,0,0,0,260,1819,22,111,13568
2013,20,Oaxaca,468,Santiago Jocotepec,0,0,0,285,1845,47,117,13568
2014,20,Oaxaca,468,Santiago Jocotepec,0,0,0,264,1812,59,125,13568
2015,20,Oaxaca,468,Santiago Jocotepec,0,0,0,298,1832,54,125,14135
2016,20,Oaxaca,468,Santiago Jocotepec,0,0,0,293,1852,61,136,14135
2017,20,Oaxaca,468,Santiago Jocotepec,0,0,0,314,1875,34,147,14135
2018,20,Oaxaca,468,Santiago Jocotepec,0,0,0,347,1913,41,151,14135
2019,20,Oaxaca,468,Santiago Jocotepec,0,0,0,287,1873,31,166,14135
2020,20,Oaxaca,468,Santiago Jocotepec,0,0,0,295,1884,31,162,14198
2021,20,Oaxaca,468,Santiago Jocotepec,0,0,0,313,1909,34,176,14198
2022,20,Oaxaca,468,Santiago Jocotepec,0,0,0,314,1933,40,197,14198
2023,20,Oaxaca,468,Santiago Jocotepec,0,0,0,350,1945,52,212,14198
2024,20,Oaxaca,468,Santiago Jocotepec,0,0,0,325,1925,50,225,14198
2010,20,Oaxaca,469,Santiago Juxtlahuaca,1920,280200,9,237,1505,20,92,32927
2011,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,305,1839,21,100,32927
2012,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,260,1819,22,111,32927
2013,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,285,1845,47,117,32927
2014,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,264,1812,59,125,32927
2015,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,298,1832,54,125,36275
2016,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,293,1852,61,136,36275
2017,20,Oaxaca,469,Santiago Juxtlahuaca,0,0,0,314,1875,34,147,36275
2018,20,Oaxaca,469,Santiago Juxtlahuaca,611,211930,6,284,1692,41,151,36275
2019,20,Oaxaca,469,Santiago Juxtlahuaca,293,82010,2,267,1800,31,166,36275
2020,20,Oaxaca,469,Santiago Juxtlahuaca,354,114970,3,264,1764,31,162,34735
2021,20,Oaxaca,469,Santiago Juxtlahuaca,350,281543,8,234,1645,34,176,34735
2022,20,Oaxaca,469,Santiago Juxtlahuaca,180,303951,9,241,1696,40,197,34735
2023,20,Oaxaca,469,Santiago Juxtlahuaca,483,553239,16,236,1581,52,212,34735
2024,20,Oaxaca,469,Santiago Juxtlahuaca,171,616885,18,220,1555,50,225,34735
2010,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,377,1885,20,92,4693
2011,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,305,1839,21,100,4693
2012,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,260,1819,22,111,4693
2013,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,285,1845,47,117,4693
2014,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,264,1812,59,125,4693
2015,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,298,1832,54,125,4886
2016,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,293,1852,61,136,4886
2017,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,314,1875,34,147,4886
2018,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,347,1913,41,151,4886
2019,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,287,1873,31,166,4886
2020,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,295,1884,31,162,4394
2021,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,313,1909,34,176,4394
2022,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,314,1933,40,197,4394
2023,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,350,1945,52,212,4394
2024,20,Oaxaca,470,Santiago Lachiguiri,0,0,0,325,1925,50,225,4394
2010,20,Oaxaca,471,Santiago Lalopa,0,0,0,377,1885,20,92,496
2011,20,Oaxaca,471,Santiago Lalopa,0,0,0,305,1839,21,100,496
2012,20,Oaxaca,471,Santiago Lalopa,0,0,0,260,1819,22,111,496
2013,20,Oaxaca,471,Santiago Lalopa,0,0,0,285,1845,47,117,496
2014,20,Oaxaca,471,Santiago Lalopa,0,0,0,264,1812,59,125,496
2015,20,Oaxaca,471,Santiago Lalopa,0,0,0,298,1832,54,125,498
2016,20,Oaxaca,471,Santiago Lalopa,0,0,0,293,1852,61,136,498
2017,20,Oaxaca,471,Santiago Lalopa,0,0,0,314,1875,34,147,498
2018,20,Oaxaca,471,Santiago Lalopa,0,0,0,347,1913,41,151,498
2019,20,Oaxaca,471,Santiago Lalopa,0,0,0,287,1873,31,166,498
2020,20,Oaxaca,471,Santiago Lalopa,0,0,0,295,1884,31,162,431
2021,20,Oaxaca,471,Santiago Lalopa,175,21500,50,101,1165,34,176,431
2022,20,Oaxaca,471,Santiago Lalopa,0,0,0,314,1933,40,197,431
2023,20,Oaxaca,471,Santiago Lalopa,60,0,0,350,1945,52,212,431
2024,20,Oaxaca,471,Santiago Lalopa,0,0,0,325,1925,50,225,431
2010,20,Oaxaca,472,Santiago Laollaga,0,0,0,377,1885,20,92,3198
2011,20,Oaxaca,472,Santiago Laollaga,0,0,0,305,1839,21,100,3198
2012,20,Oaxaca,472,Santiago Laollaga,0,0,0,260,1819,22,111,3198
2013,20,Oaxaca,472,Santiago Laollaga,0,0,0,285,1845,47,117,3198
2014,20,Oaxaca,472,Santiago Laollaga,1,100,0,261,1812,59,125,3198
2015,20,Oaxaca,472,Santiago Laollaga,0,0,0,298,1832,54,125,3326
2016,20,Oaxaca,472,Santiago Laollaga,0,0,0,293,1852,61,136,3326
2017,20,Oaxaca,472,Santiago Laollaga,25,250,0,314,1875,34,147,3326
2018,20,Oaxaca,472,Santiago Laollaga,69,785,0,347,1913,41,151,3326
